+---------------------+--------------+--------------------+-----------------------+--------------------+
|      Timestamp      | Altitude (m) |   Pressure (hPa)   |    Wind Speed (m/s)   |  Tarp Area (sq m)  |
+---------------------+--------------+--------------------+-----------------------+--------------------+
| 2025-03-11 14:55:30 |    10.854    |  1008.00732421875  |  0.03363555297255516  | 1.525774025721052  |
| 2025-03-11 14:55:38 |     10.8     | 1008.0586547851562 |  0.03353268653154373  | 0.9739921698639595 |
| 2025-03-11 14:55:51 |    10.812    | 1008.0623779296875 |  0.04774308204650879  | 1.8561992739787958 |
| 2025-03-11 14:55:27 |     None     | 1008.012451171875  |          None         | 1.2917768785510553 |
| 2025-03-11 14:55:29 |    10.872    |  1008.0166015625   |  0.041074253618717194 | 1.1760534121287818 |
| 2025-03-11 14:55:25 |    10.673    | 1008.1127319335938 |  0.045037657022476196 | 1.566078104471185  |
| 2025-03-11 14:55:06 |     None     |   1008.037109375   |          None         | 1.3792071272983473 |
| 2025-03-11 14:55:43 |    10.796    | 1008.112548828125  |  0.12106023728847504  | 1.7559528900221661 |
| 2025-03-11 14:55:48 |    10.835    | 1008.0618286132812 |  0.07213738560676575  | 2.036610467390097  |
| 2025-03-11 14:55:21 |    10.796    | 1008.0590209960938 |    0.06278021261096   | 1.1864171771596066 |
| 2025-03-11 14:55:16 |    10.962    | 1008.0330200195312 |  0.08731010556221008  | 1.0716155485577898 |
| 2025-03-11 14:55:00 |    10.851    | 1007.9937133789062 |  0.033742038533091545 | 1.3325793650857412 |
| 2025-03-11 14:55:10 |    10.749    | 1008.0435180664062 |  0.017498389817774296 | 0.787984067457731  |
| 2025-03-11 14:55:17 |    10.879    |    1008.0078125    |   0.0785195380449295  | 2.1899924989202417 |
| 2025-03-11 14:55:35 |    10.73     | 1008.0509033203125 |   0.0309477299451828  | 0.9189557783159567 |
| 2025-03-11 14:55:47 |     None     | 1008.0767822265625 |          None         | 1.9370667902530336 |
| 2025-03-11 14:55:11 |    10.755    | 1007.9749755859375 |   0.0565805584192276  | 0.7530970145761969 |
| 2025-03-11 14:55:24 |    10.654    | 1008.0746459960938 |  0.04141189903020859  | 1.4237390311374578 |
| 2025-03-11 14:55:36 |    10.729    | 1008.0369873046875 |  0.012494094669818878 | 0.8644408542841281 |
| 2025-03-11 14:55:09 |    10.873    | 1008.1088256835938 |  0.11769449710845947  | 1.265301649875284  |
| 2025-03-11 14:55:55 |    10.737    | 1008.0698852539062 |   0.0633302852511406  | 1.9299531626188726 |
| 2025-03-11 14:55:19 |    10.793    | 1008.1674194335938 |  0.05527418106794357  | 1.1766426098309442 |
| 2025-03-11 14:55:03 |    10.827    | 1007.9939575195312 |   0.0929935984313488  | 1.2630600233456388 |
| 2025-03-11 14:55:28 |    10.867    | 1007.9906005859375 |  0.004024900496006012 | 1.2727218588338576 |
| 2025-03-11 14:55:13 |    10.896    | 1007.9551391601562 |  0.15142828971147537  | 1.0372060805458596 |
| 2025-03-11 14:55:26 |    10.782    | 1008.0496826171875 |  0.07355810329318047  |        None        |
| 2025-03-11 14:55:53 |    10.787    | 1008.0833129882812 |  0.02477988600730896  | 1.6234553457670897 |
| 2025-03-11 14:55:44 |    10.705    | 1008.1407470703125 |  0.08511148393154144  | 1.8908715947536108 |
| 2025-03-11 14:55:15 |    10.97     | 1007.9412841796875 |  0.00618709996342659  | 0.9172829833657069 |
| 2025-03-11 14:55:40 |    10.906    | 1007.9996948242188 |  0.07088546454906464  | 1.0205303645242703 |
| 2025-03-11 14:55:45 |    10.794    | 1008.0787963867188 |  0.026041053235530853 | 1.5988547730863159 |
| 2025-03-11 14:55:20 |    10.757    | 1008.0678100585938 |  0.012926656752824783 | 1.0302689468023019 |
| 2025-03-11 14:54:59 |    10.687    | 1008.009521484375  | 0.0027195215225219727 | 1.0371222902159245 |
| 2025-03-11 14:55:22 |    10.704    | 1008.1079711914062 |   0.0291033536195755  | 1.300774944553829  |
| 2025-03-11 14:55:04 |    10.808    |  1008.0283203125   |   0.0228893980383873  | 1.718210637786897  |
| 2025-03-11 14:55:12 |    10.817    | 1008.0000610351562 |  0.02483968436717987  | 1.015481237062929  |
| 2025-03-11 14:54:56 |     9.81     | 1008.174560546875  |  0.06148636341094971  | 1.4480213678242926 |
| 2025-03-11 14:54:57 |     10.3     | 1008.0883178710938 |  0.026982173323631287 | 0.8477698549126237 |
| 2025-03-11 14:55:07 |    10.724    | 1008.0877075195312 |  0.18023879081010818  | 1.4770950364680708 |
| 2025-03-11 14:55:34 |    10.754    | 1008.0218505859375 |   0.0782396998256445  | 0.9247336713820447 |
| 2025-03-11 14:55:32 |    10.869    | 1008.0394287109375 |   0.0406779907643795  | 1.2217172909108551 |
| 2025-03-11 14:55:52 |    10.762    | 1008.0135498046875 |  0.09283766150474548  | 1.9178002616532053 |
| 2025-03-11 14:55:39 |    10.833    | 1008.0265502929688 |  0.08816812932491302  | 1.4182727587791708 |
| 2025-03-11 14:55:14 |    10.927    | 1007.967529296875  | 0.0040946826338768005 | 1.0044142936308909 |
| 2025-03-11 14:54:58 |    10.534    | 1008.0853881835938 |  0.02462489902973175  | 0.6597126868021316 |
| 2025-03-11 14:55:46 |    10.855    | 1008.0592651367188 |  0.008048996329307556 |        None        |
| 2025-03-11 14:55:18 |    10.833    | 1008.0748901367188 |  0.09543250314891338  | 2.013707946536671  |
| 2025-03-11 14:55:49 |    10.78     | 1008.0513305664062 |  0.12143196724355221  | 2.0838821738685014 |
| 2025-03-11 14:55:54 |    10.761    | 1008.0338745117188 |  0.03426495939493179  | 1.8270506049183566 |
| 2025-03-11 14:55:42 |    10.796    | 1008.0584106445312 | 0.0033423900604248047 | 1.3942234250875456 |
| 2025-03-11 14:55:56 |    10.744    | 1008.110595703125  |  0.05086033046245575  | 1.9831132387220638 |
| 2025-03-11 14:55:01 |    10.813    | 1008.0062866210938 |  0.009171739220619202 | 1.4048307468922276 |
| 2025-03-11 14:55:37 |    10.779    | 1007.993896484375  |  0.034512221813201904 | 1.1984367979164754 |
| 2025-03-11 14:55:05 |    10.774    | 1008.1203002929688 |  0.03329271078109741  |        None        |
| 2025-03-11 14:55:41 |    10.908    | 1007.948974609375  |  0.05335984006524086  | 1.2998537631189142 |
| 2025-03-11 14:55:23 |    10.745    | 1008.0953979492188 |   0.0625615194439888  | 1.4423396660042507 |
| 2025-03-11 14:55:31 |    10.91     | 1008.0825805664062 |  0.003434322774410248 | 1.2070502239023722 |
| 2025-03-11 14:55:02 |    10.834    | 1008.0377807617188 |  0.12844133004546165  | 1.240971113957388  |
| 2025-03-11 14:55:08 |    10.829    | 1008.0584716796875 |  0.20367033779621124  | 1.562522357629115  |
| 2025-03-11 14:55:57 |     None     | 1007.9578857421875 |          None         |        None        |
| 2025-03-11 14:55:33 |    10.824    |  1008.0341796875   |  0.059600718319416046 | 1.1866100266823398 |
| 2025-03-11 14:55:50 |    10.75     | 1008.0231323242188 |  0.029695145785808563 | 1.9093505129287527 |
+---------------------+--------------+--------------------+-----------------------+--------------------+
